psraid,sample,ilang,cregion,usr,presapproval,presapprovestrength,countrydirection,approverace,approveeconomy,approvehealthcare,approveclimate,approveforeign,obamatough,approverepublicans,approvedemocrats,approvesupremecourt,approvecongress,supremecourtideology,supremecourtpower,equalrights,militarydiplomacy,racismproblem,knowirandeal,approveirandeal,relationshipirandeal,extremerepdem,peoplelikemerepdem,managegovrepdem,governsrepdem,immigrationrepdem,economyrepdem,terroristrepdem,environmentrepdem,abortionrepdem,taxesrepdem,foreignrepdem,healthcarerepdem,educationrepdem,deficitrepdem,gunsrepdem,approveaca,samesexmarriage,gunrights,owngun,approvesyria,groundtroopssyria,successsyria,approvecuba,approveendingembarago,knowconfederate,approveconfederate,rightconfederate,sex,age,education,hispanic,racecmb,religion,attend,income,registered,party,ideology,teaparty2,hh1,hh3,weight
101736,1,1,3,2,2,1,2,2,2,2,,2,2,2,4,4,4,3,1,1,1,1,1,2,3,2,1,1,1,1,,,,,,1,1,1,1,1,2,4,1,3,1,1,3,,1,1,1,,2,69,5,2,1,1,5,7,1,3,2,1,2,2,2.393939393939394
208235,2,1,3,2,1,1,1,1,1,1,1,,3,3,2,2,3,3,3,2,2,2,2,,,1,2,2,2,2,,,,,,2,2,2,2,2,1,3,2,2,1,1,1,1,1,1,3,1,1,58,6,2,2,1,5,8,1,2,4,2,2,2,1.96969696969697
200141,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,2,2,3,2,2,1,1,1,3,1,2,2,2,2,1,2,2,1,2,,,,,,1,3,2,4,1,2,3,1,1,1,2,1,2,35,6,2,2,1,4,6,1,3,3,3,1,,1.606060606060606
206389,2,1,4,2,1,2,2,2,2,1,1,2,3,4,3,3,4,3,1,2,2,1,3,2,3,1,1,2,1,1,,,,,,2,2,2,2,1,1,2,2,4,2,2,2,1,1,2,2,1,1,30,4,2,4,12,5,1,1,2,1,3,3,1,6.727272727272728
201510,2,1,2,2,1,2,2,2,1,1,2,1,2,3,3,3,3,3,1,2,2,1,2,2,2,1,2,4,1,1,,,,,,1,2,2,1,1,1,2,1,3,2,2,3,1,1,1,2,1,2,47,5,2,2,11,3,7,1,3,2,2,3,2,2.96969696969697
206103,2,1,2,2,1,2,2,1,1,1,1,2,2,3,3,2,3,2,3,2,2,2,2,2,3,1,2,4,2,2,2,2,2,2,2,,,,,,1,1,1,4,2,2,3,1,1,1,3,1,1,69,6,2,1,12,6,7,1,3,3,2,2,2,1.151515151515151
208189,2,1,3,2,2,1,2,1,2,2,2,2,2,3,4,2,4,2,3,1,1,2,1,2,3,3,4,1,1,4,,,,,,1,1,1,1,1,2,1,2,4,1,1,2,1,1,1,3,1,1,54,8,2,1,1,5,9,1,3,2,2,2,2,1.333333333333333
101414,1,1,3,2,2,1,2,2,2,2,,2,2,3,,4,4,3,1,,,2,1,2,2,4,4,4,4,1,,,,,,4,4,2,4,1,2,4,1,1,,,,1,1,1,3,2,2,51,3,2,1,13,3,5,1,1,2,2,2,2,5.848484848484848
205003,2,1,2,2,1,2,2,1,1,1,1,1,3,4,2,2,4,2,3,5,5,2,2,1,3,1,2,4,2,4,,,,,,4,2,4,4,2,1,2,,4,1,2,2,1,1,1,2,1,1,42,6,2,1,10,5,6,1,3,3,3,3,2,1.424242424242424
102852,1,1,2,2,1,1,1,1,1,1,1,1,3,4,2,2,3,2,3,2,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,1,2,1,1,1,3,1,2,52,8,2,1,1,5,9,1,2,4,2,4,4,2.909090909090909
101850,1,1,1,2,2,,1,,1,2,1,,2,1,2,4,2,3,1,1,2,1,1,2,2,1,4,1,2,2,1,1,2,2,1,,,,,,2,1,2,4,1,1,,1,1,2,3,2,1,36,6,2,1,13,3,9,1,4,3,2,2,2,1.96969696969697
102079,1,1,2,2,,,2,1,1,1,2,1,2,3,2,2,4,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,1,3,2,4,1,2,2,1,1,1,3,1,2,37,3,2,1,13,5,3,3,2,2,3,3,3,6.727272727272728
100909,1,1,3,2,1,1,2,1,1,2,1,,3,4,4,3,3,3,1,2,1,1,1,2,1,,2,2,2,2,,,,,,,1,1,2,2,2,4,1,4,2,2,4,2,1,2,1,1,2,63,2,2,2,12,3,1,2,3,5,3,4,4,6.727272727272728
207773,2,1,3,2,1,2,2,2,1,1,,1,3,,,3,3,,1,2,2,1,3,2,3,1,4,4,4,4,4,4,4,4,4,,,,,,1,2,2,4,,2,,1,1,1,2,1,1,25,6,2,4,1,4,2,3,3,,3,1,,1
101985,1,1,4,2,2,1,2,2,2,2,1,2,2,,3,,4,3,3,2,1,2,1,2,2,2,2,1,4,1,,,,,,1,2,2,1,1,2,1,,4,1,1,2,1,1,2,3,1,1,67,6,2,1,5,4,9,1,1,,,3,2,1.333333333333333
204912,2,1,3,2,2,1,2,2,2,2,2,2,2,1,4,3,4,2,1,1,5,3,1,2,3,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,,1,2,1,1,1,1,3,1,1,54,5,2,1,13,2,6,1,1,1,3,7,4,2.878787878787879
207867,2,1,3,2,1,1,2,1,1,1,1,1,3,4,2,2,4,2,3,2,2,1,2,1,,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,1,3,1,1,1,2,1,2,56,8,2,1,13,6,6,1,2,4,2,1,,1.787878787878788
103035,1,1,2,2,,,1,1,1,1,1,1,3,3,3,2,3,2,3,2,2,2,2,1,3,1,2,,3,2,,,,,,,2,2,1,2,1,3,2,4,1,2,,1,1,1,2,1,2,83,6,2,1,1,2,4,1,3,3,2,1,,1
100876,1,1,3,2,2,1,2,2,2,2,2,2,2,4,2,3,3,3,1,2,1,1,3,,3,2,2,2,2,1,3,2,3,3,2,,,,,,2,,1,4,2,1,1,,,1,1,2,1,41,2,2,1,2,6,3,3,2,3,3,1,,5.575757575757576
100979,1,1,3,2,,,2,,2,2,,,2,2,2,2,2,,1,1,2,2,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,4,1,2,2,1,2,1,1,2,2,71,3,2,1,1,5,4,2,1,3,3,1,,1.696969696969697
101899,1,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,3,3,1,2,2,1,2,,,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,3,2,1,3,1,1,1,3,2,2,60,3,2,1,1,1,6,2,1,3,3,2,2,3.151515151515151
202390,2,1,1,2,2,1,2,1,2,2,1,2,2,3,3,2,3,2,1,1,5,3,2,2,3,2,2,4,4,1,,,,,,1,3,3,1,,2,2,2,4,1,1,2,1,1,1,3,2,1,61,5,2,1,1,3,6,1,1,2,3,3,3,3.787878787878788
204178,2,2,3,2,1,,2,,,,,1,,,,,,,1,,2,1,3,,1,2,,2,2,2,,,,,,2,2,2,2,1,1,2,2,4,1,1,1,1,1,3,1,,1,26,6,1,1,1,,1,3,3,4,3,4,4,1.909090909090909
208854,2,1,3,2,,,2,1,1,2,,1,2,3,3,3,3,3,3,1,1,3,1,2,3,2,4,1,4,3,,,,,,3,1,3,3,2,2,2,2,4,1,,3,1,1,1,3,1,1,48,5,2,1,1,4,9,1,3,2,1,5,5,4.03030303030303
204510,2,2,4,2,1,1,1,1,1,2,2,2,3,4,1,4,1,1,3,2,2,1,3,2,3,1,2,2,2,2,,,,,,2,1,2,1,2,1,2,2,4,1,2,1,1,1,3,3,1,2,30,3,1,5,2,3,4,1,3,3,3,6,4,4.363636363636363
101483,1,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,1,,1,1,1,2,2,2,1,2,1,1,,,,,,1,1,1,1,1,2,3,1,,1,1,2,2,,1,1,1,2,80,6,2,1,1,3,,,1,2,,2,2,1.03030303030303
208044,2,1,4,2,,,1,1,1,,1,1,3,1,2,2,2,2,3,2,1,1,2,1,3,1,2,1,3,1,,,,,,1,2,1,3,2,2,4,2,4,1,1,2,1,1,2,3,,1,44,4,1,5,12,4,4,3,3,4,3,1,,3.727272727272727
207767,2,1,3,2,2,,1,1,1,1,1,2,3,4,4,3,4,1,3,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,,,,,,,1,1,2,2,2,2,1,1,3,3,1,1,25,3,2,1,7,2,1,3,3,3,2,4,4,3.424242424242424
102435,1,1,3,2,2,1,2,1,2,2,2,2,2,2,4,2,3,3,3,1,1,4,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,3,1,1,2,2,1,1,1,2,2,55,6,2,1,1,3,7,1,1,3,3,2,2,1.303030303030303
208617,2,1,1,2,1,2,2,2,2,1,1,2,3,4,1,2,4,3,3,2,2,1,2,1,,1,2,2,2,2,,,,,,2,2,2,2,4,1,1,2,4,1,1,3,1,1,1,2,1,2,20,3,2,1,12,6,6,3,3,5,2,4,4,6.727272727272728
204520,2,1,4,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,3,1,2,3,2,2,3,2,1,1,4,1,1,1,2,1,1,,,,,,2,1,2,4,1,2,3,1,1,1,2,1,2,47,6,2,1,5,4,8,1,1,3,2,3,3,2.545454545454545
203046,2,1,3,2,2,1,2,2,2,2,2,2,2,3,4,3,2,3,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,2,1,1,2,2,2,1,3,1,2,54,6,2,1,13,1,6,1,1,1,3,4,4,4
203966,2,1,3,2,2,1,2,2,2,2,2,2,2,2,4,4,2,3,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,,,,,,2,4,1,,1,1,2,2,2,1,3,2,2,40,3,2,1,13,1,,1,1,2,3,4,3,6.727272727272728
202259,2,1,1,2,1,1,1,1,1,1,1,,3,3,2,2,2,1,,2,2,2,3,,,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,,2,1,1,2,2,1,2,42,8,2,1,2,3,8,1,2,4,2,4,2,3.727272727272727
206107,2,1,1,2,2,1,2,2,2,2,1,2,2,3,2,4,4,2,1,2,1,1,1,1,3,1,2,1,2,2,1,1,1,2,1,,,,,,2,1,1,2,1,2,3,1,1,1,3,2,2,50,4,2,1,12,5,6,1,3,3,2,4,4,5.636363636363637
102751,1,1,2,2,1,1,1,1,1,2,1,1,,1,,1,,3,,1,1,4,,1,1,2,2,2,2,2,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,1,,1,3,2,1,75,4,2,1,4,6,,1,2,3,1,2,2,2.848484848484848
100323,1,1,2,2,,,2,2,2,2,2,2,2,2,4,1,4,2,3,2,2,2,3,2,3,2,3,4,4,1,,,,,,1,4,3,2,2,2,2,1,2,1,2,3,1,1,2,3,2,2,41,5,2,1,12,6,2,1,3,3,3,4,2,2.424242424242424
207226,2,1,2,2,2,2,2,1,2,2,1,2,3,,2,3,3,,1,1,2,1,1,1,3,1,4,1,,2,1,3,3,3,3,,,,,,2,4,2,4,1,2,2,1,1,1,1,2,2,58,3,2,1,1,1,3,1,3,3,2,2,1,4.787878787878788
102834,1,1,1,2,2,1,2,1,1,2,1,2,2,1,4,4,3,3,1,1,1,3,2,,3,2,1,1,1,1,1,3,4,1,1,,,,,,2,2,1,4,1,1,2,1,1,1,1,2,1,64,8,2,1,1,4,9,1,1,2,1,2,2,2.060606060606061
204030,2,1,1,2,2,1,2,2,2,2,2,2,2,2,3,2,3,2,1,1,1,3,1,2,3,2,1,1,4,1,,,,,,1,1,1,1,1,2,3,1,1,1,1,2,2,2,1,3,2,1,56,8,2,1,2,3,8,1,3,2,1,3,1,1.151515151515151
204311,2,1,3,2,2,1,2,2,2,2,2,2,2,4,4,3,4,2,2,1,5,3,1,2,2,2,1,4,4,4,,,,,,1,4,4,4,1,2,2,1,4,1,2,,1,1,1,3,1,1,45,6,2,1,1,2,7,1,3,2,1,4,2,1.787878787878788
103057,1,1,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,1,1,2,2,2,2,3,1,2,2,2,1,,,,,,1,1,1,1,1,2,3,2,4,1,2,3,1,1,2,3,2,2,52,4,2,1,2,5,5,2,3,3,3,2,2,3.181818181818182
101821,1,1,2,2,1,2,1,2,1,1,2,1,2,4,2,2,3,2,1,1,2,2,2,1,1,1,2,3,2,1,3,1,2,2,1,,,,,,1,3,2,1,1,1,2,1,1,2,3,,1,65,5,2,1,1,3,7,3,3,3,2,1,,1.848484848484848
202811,2,1,3,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,3,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,,,,,,2,2,1,1,1,1,2,1,1,1,1,2,2,57,6,2,1,1,3,8,1,3,3,3,3,3,1.575757575757576
200471,2,1,2,2,1,2,2,1,1,1,1,1,3,4,2,3,4,2,3,2,2,1,2,1,3,1,2,2,2,2,,,,,,1,1,1,2,1,1,3,2,3,1,2,3,1,1,1,2,1,1,69,4,2,1,1,2,6,1,2,2,2,1,,2.757575757575757
200001,2,1,1,2,2,1,2,2,2,2,2,2,2,4,4,4,4,2,1,5,5,1,2,2,3,,4,4,4,4,,,,,,4,4,4,4,4,2,4,2,4,,2,3,1,1,1,3,2,2,53,5,1,1,1,1,6,1,2,3,3,2,1,1.96969696969697
201649,2,1,3,2,2,1,2,2,2,2,2,2,2,1,4,4,3,3,1,1,1,3,2,2,3,2,1,1,1,1,,,,,,1,1,1,1,1,2,1,1,4,1,2,2,2,2,1,3,1,2,69,4,2,1,2,2,3,1,1,2,1,1,,1.606060606060606
205210,2,1,2,2,2,1,2,2,2,2,2,2,2,1,4,,,1,1,,2,1,1,2,2,1,1,1,,1,1,,1,1,1,,,,,,1,,1,3,,2,2,,,1,3,2,2,65,5,2,1,1,6,,1,,,3,2,2,3.333333333333334
204048,2,1,3,2,2,1,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,1,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,1,3,1,1,1,2,2,1,1,2,2,48,5,2,1,1,2,1,1,1,2,3,2,2,2.545454545454545
103329,1,1,4,2,1,1,1,1,1,1,1,1,3,4,2,3,3,1,3,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,,,,,,1,1,2,4,,2,4,1,1,1,2,1,2,57,6,2,4,2,2,8,1,2,4,2,1,,1.060606060606061
208770,2,1,3,2,1,1,2,2,2,1,1,2,3,3,1,3,1,2,3,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,,,,,,1,2,2,4,1,2,2,2,2,1,3,1,2,32,4,2,2,1,5,3,1,2,3,3,6,2,6.727272727272728
101280,1,1,1,2,2,2,2,,2,2,,,2,,,4,,,,,1,2,2,2,2,,,,,,,,,,,,,,,,2,3,1,1,2,2,4,,2,1,1,2,1,57,3,2,1,12,1,2,1,3,,3,2,2,3.878787878787879
200757,2,1,3,2,2,1,2,2,2,2,2,2,2,3,4,4,4,3,3,1,1,1,1,2,2,2,1,4,4,1,1,1,4,4,1,,,,,,2,3,1,3,1,2,3,1,1,,1,2,1,83,4,2,1,1,1,3,1,1,2,3,5,4,6.545454545454546
208567,2,1,3,2,1,1,1,1,2,1,2,1,2,4,2,1,3,2,1,2,2,1,1,2,2,1,2,2,1,2,,,,,,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,3,1,2,24,8,2,1,2,4,7,1,2,4,3,3,3,3.484848484848484
101569,1,1,1,2,1,1,1,1,1,1,1,1,3,3,2,2,3,1,3,2,5,2,1,1,3,1,2,2,4,2,,,,,,3,2,2,3,2,1,2,2,2,1,2,2,1,1,1,2,1,1,62,8,2,1,2,4,7,1,2,3,2,1,,1.151515151515151
205640,2,1,3,2,2,1,2,,2,2,2,2,2,4,4,4,4,3,1,1,1,4,3,,3,1,1,1,1,1,1,1,1,1,1,,,,,,2,2,1,3,1,1,1,2,2,2,3,2,2,49,6,1,1,12,3,7,1,3,2,3,4,4,3.060606060606061
205260,2,1,2,2,1,1,1,1,1,1,1,1,3,4,1,1,4,2,3,2,2,2,1,1,,1,2,2,2,1,,,,,,2,1,2,3,3,1,2,1,4,1,2,1,1,1,1,2,1,1,54,4,2,1,13,4,5,1,2,4,2,4,4,2.484848484848484
101373,1,1,2,2,1,1,,1,1,1,,,3,3,1,,3,2,1,2,2,4,3,,3,4,2,2,2,,,,,,,,2,,,,1,1,,4,,2,1,1,1,1,2,1,2,63,3,2,1,1,3,4,1,3,1,3,1,,2.060606060606061
203971,2,1,3,2,2,1,2,2,2,2,2,2,2,2,4,3,3,3,3,1,5,1,1,2,3,2,1,1,1,1,,,,,,1,1,1,1,1,2,3,1,3,,,,,,1,3,2,1,28,5,2,1,1,3,5,1,1,2,3,,,6.424242424242424
206409,2,1,4,2,1,1,1,1,1,1,1,1,3,3,2,2,3,2,3,2,2,2,2,1,1,1,2,3,2,2,,,,,,3,2,2,3,2,1,1,2,4,1,1,2,1,1,1,2,1,1,47,8,2,1,12,6,8,1,2,4,2,2,2,1.696969696969697
207079,2,2,3,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,,,,,,1,3,2,4,1,1,1,1,1,2,2,1,2,30,1,1,5,2,3,2,3,3,2,3,5,2,6.545454545454546
207578,2,1,4,2,1,2,1,1,1,2,2,1,3,3,2,2,4,2,3,2,2,2,1,1,3,1,2,2,2,1,,,,,,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,3,1,1,24,3,2,1,10,4,3,1,3,3,2,3,3,5.575757575757576
201772,2,1,4,2,1,2,1,1,2,1,1,2,1,3,3,3,4,1,3,1,2,2,2,1,3,2,2,2,4,1,,,,,,2,1,3,1,1,1,2,2,1,2,2,3,1,1,2,2,1,1,29,8,2,1,1,2,5,1,3,3,2,1,,1.96969696969697
102813,1,1,1,2,1,1,1,1,1,,1,1,3,3,,,2,2,3,1,2,1,1,1,,2,2,3,2,3,2,3,3,2,2,,,,,,1,2,1,4,,2,,1,1,1,2,1,2,58,6,2,1,5,5,5,3,2,4,3,2,2,1.545454545454545
205126,2,1,3,2,1,2,2,1,1,1,1,,,4,1,2,2,3,1,2,1,1,3,2,3,1,2,2,2,2,,,,,,2,2,2,2,2,1,,2,4,2,2,2,2,2,2,3,,2,67,4,2,2,1,2,3,1,2,2,3,1,,1
100657,1,1,4,2,1,2,2,1,1,1,1,1,3,4,2,3,4,1,3,2,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,4,1,2,2,1,1,1,2,1,1,90,8,2,1,5,5,2,1,2,5,2,1,,1
100146,1,1,2,2,2,1,2,2,2,2,,2,2,2,3,4,3,3,1,2,2,2,1,2,2,1,1,4,4,1,1,1,1,4,4,,,,,,2,3,1,2,1,1,2,2,2,1,1,2,2,50,5,2,1,13,4,3,1,3,3,2,2,1,2
208398,2,1,3,2,,,1,1,1,1,1,1,2,2,2,1,2,2,3,2,1,2,2,,,1,2,,,,2,,2,,2,,,,,,1,1,2,2,1,1,2,1,1,1,2,1,2,44,4,2,1,2,6,9,1,2,4,3,2,2,3
101270,1,1,1,2,1,1,2,1,1,1,,1,3,3,2,3,3,2,,5,2,1,1,1,3,1,2,2,2,2,,,,,,2,2,2,2,2,1,2,,1,,2,3,1,1,1,3,1,2,61,8,2,1,1,6,,1,3,5,3,2,2,2.333333333333334
201884,2,1,4,2,1,1,1,1,1,1,1,1,2,4,2,3,4,1,1,,2,1,1,1,,1,2,2,2,2,,,,,,2,2,2,,4,1,2,2,4,,1,3,1,1,1,2,1,1,53,3,1,5,2,4,5,1,3,3,2,3,2,2.454545454545455
203749,2,1,3,2,1,1,1,1,1,1,1,1,3,4,1,1,1,2,3,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,3,1,1,2,1,1,1,3,1,2,42,5,2,1,2,5,4,1,2,5,2,3,2,4.787878787878788
102374,1,1,1,2,1,1,2,1,1,1,,1,3,3,2,2,3,2,3,1,2,1,3,,,1,2,2,2,2,2,2,2,2,2,,,,,,1,1,2,1,2,1,2,1,2,2,3,2,1,49,3,2,1,1,5,8,1,2,5,3,2,2,4.666666666666667
207929,2,1,4,2,1,1,1,2,1,1,1,1,2,2,4,2,2,3,3,2,2,3,1,1,3,1,2,1,1,1,,,,,,2,2,2,1,1,1,1,1,4,2,2,3,1,1,1,3,2,1,32,6,2,1,12,6,6,1,3,3,3,5,2,2.454545454545455
200916,2,1,1,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,3,,1,2,2,2,2,2,1,1,1,1,,,,,,1,1,1,1,1,2,2,2,2,1,2,3,1,1,1,3,1,2,61,6,2,1,1,4,7,1,1,3,2,4,4,2.787878787878788
206101,2,1,1,2,2,1,2,2,2,2,2,2,3,2,3,2,,2,3,,2,4,,,,3,1,1,4,4,,,,,,,,,,1,2,1,1,4,,,,,,2,,,2,76,8,2,,9,,8,1,1,2,3,2,2,2.090909090909091
207596,2,1,4,2,1,1,1,1,1,1,1,1,3,3,1,2,2,2,3,1,2,2,3,2,,2,1,1,2,1,1,2,2,2,2,,,,,,1,1,2,4,2,2,2,1,1,2,3,1,2,25,6,2,1,12,5,3,2,2,4,3,6,6,3.363636363636364
204164,2,1,3,2,1,1,1,1,1,1,2,1,3,4,2,2,4,1,3,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,,,,,,1,4,2,4,1,1,1,1,1,1,2,1,2,36,5,2,2,9,6,4,1,3,4,2,1,,6
200649,2,1,1,2,2,1,1,1,2,2,2,2,2,1,3,2,3,3,3,2,1,1,1,2,2,2,1,1,1,1,,,,,,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,23,4,2,1,12,2,2,3,1,1,3,2,1,3.727272727272727
101726,1,1,3,2,2,1,2,2,2,2,2,2,2,2,4,4,4,3,3,2,1,1,1,2,2,2,1,4,1,1,,,,,,1,1,1,1,1,2,3,1,4,1,1,2,2,2,1,1,1,2,70,6,2,1,1,2,5,1,1,1,1,2,2,1.333333333333333
201219,2,1,3,2,2,1,2,1,2,2,2,2,2,2,3,2,3,2,3,2,2,2,1,2,3,2,1,4,1,2,1,1,2,4,1,,,,,,2,1,1,1,1,1,2,2,1,1,3,1,1,34,8,1,1,10,2,9,1,5,3,2,5,2,1.666666666666667
205285,2,1,1,2,2,1,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,2,3,2,4,1,1,1,,,,,,1,1,1,1,1,2,3,1,4,1,1,3,2,1,1,3,2,1,68,3,2,1,1,2,5,1,3,1,1,2,2,3.545454545454545
103172,1,1,4,2,2,2,2,2,1,1,,2,2,2,4,3,3,3,3,2,1,1,1,2,2,1,2,1,4,3,,,,,,1,2,3,1,1,2,3,1,2,1,1,2,1,1,1,3,1,2,60,4,2,1,1,1,5,1,1,2,1,4,4,2.333333333333334
202583,2,1,3,2,2,1,2,2,2,2,1,2,2,,4,4,4,3,1,1,1,2,2,2,3,2,1,1,1,1,1,1,2,2,1,,,,,,2,2,1,4,1,1,3,1,1,1,3,2,2,23,8,2,1,11,5,2,1,3,2,2,2,2,3.606060606060606
101380,1,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,3,1,1,1,1,1,2,2,2,1,4,1,1,,,,,,1,1,1,1,1,2,3,1,1,1,1,4,2,2,1,1,2,1,65,5,2,1,12,6,,1,3,2,1,,,1.606060606060606
206802,2,1,2,2,1,2,2,2,1,2,1,2,2,3,1,2,1,2,3,2,5,1,1,2,3,1,2,2,2,1,2,1,2,4,2,,,,,,2,2,2,4,2,2,2,1,1,1,3,1,1,60,3,2,1,12,6,5,1,2,3,3,2,2,2.96969696969697
100710,1,1,4,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,3,1,,1,1,2,3,2,2,3,3,1,3,2,4,1,1,,,,,,2,3,1,4,2,,4,,1,1,3,1,1,81,4,2,1,1,5,2,3,1,3,3,2,2,2.909090909090909
200110,2,1,3,2,2,1,2,2,2,2,2,2,2,3,4,3,4,3,3,1,1,1,2,1,3,2,1,1,4,1,1,1,2,2,1,,,,,,2,2,2,1,2,1,3,1,1,1,3,1,1,56,6,2,1,1,4,7,1,3,2,1,1,,1.090909090909091
207550,2,1,2,2,2,1,2,1,2,2,2,2,2,2,3,2,3,3,3,2,2,1,2,1,3,2,1,4,4,1,2,4,1,1,2,,,,,,2,2,1,,1,2,4,1,1,2,3,2,1,38,4,2,1,12,4,8,1,3,3,3,5,2,4.545454545454545
200446,2,1,3,2,1,2,1,1,,1,2,2,3,3,3,2,3,3,3,1,2,2,2,,1,1,1,2,4,2,1,2,2,2,1,,,,,,1,1,2,1,2,2,3,1,1,1,2,1,1,28,5,2,1,10,6,6,1,3,3,2,2,2,4.545454545454545
204482,2,1,4,2,2,1,2,2,2,2,2,2,2,,3,4,3,3,1,1,5,3,1,2,2,2,1,1,4,3,1,1,1,1,1,,,,,,2,3,1,2,1,,3,2,1,1,3,1,2,76,4,2,1,13,1,4,1,3,2,3,2,2,4.121212121212121
102048,1,1,2,2,2,2,2,2,2,2,2,2,,3,3,4,3,1,3,1,5,1,3,,,4,4,,,,,,,,,,2,4,4,4,2,3,1,4,1,2,2,1,2,1,3,2,2,70,3,2,1,1,1,4,1,3,2,3,2,2,1.96969696969697
101737,1,1,1,2,2,1,2,2,2,2,,2,2,,3,2,2,2,3,1,1,3,1,2,3,2,4,1,1,1,1,1,4,2,1,,,,,,2,2,1,1,1,1,3,2,2,1,2,1,1,74,6,2,4,5,3,,1,1,2,1,2,2,2.212121212121212
205656,2,1,1,2,1,1,1,1,1,1,1,2,2,3,3,2,4,2,3,2,5,1,2,2,3,1,2,4,4,1,4,3,2,2,4,,,,,,1,2,2,4,1,1,2,1,1,2,3,1,2,66,8,2,1,2,4,5,1,2,3,2,2,2,1.545454545454545
202877,2,1,3,2,2,1,2,2,2,2,2,2,2,2,4,,,2,3,,5,2,1,2,1,3,4,1,4,1,,,,,,1,4,1,1,1,2,,,1,1,1,,1,,1,3,1,1,69,8,2,1,11,6,,1,1,2,2,1,,1.696969696969697
102426,1,1,3,2,2,1,1,2,2,2,1,2,2,3,3,,3,3,3,2,2,2,1,2,1,1,2,1,1,2,,,,,,1,1,2,1,1,2,2,1,4,1,1,3,1,1,1,3,1,1,68,6,2,1,2,1,,1,3,3,2,2,2,1.242424242424242
101709,1,1,3,2,2,1,2,2,2,2,2,2,2,4,4,3,4,3,3,1,1,1,2,2,2,2,1,1,4,4,1,1,,1,4,,,,,,2,3,1,4,1,2,3,2,2,1,1,2,2,74,4,2,1,1,4,5,1,1,3,1,1,,1.666666666666667
100385,1,1,3,2,2,1,2,1,2,2,1,1,3,3,1,2,2,2,3,2,2,1,2,1,3,2,2,2,2,2,,,,,,2,2,2,2,2,1,4,2,1,1,2,,1,1,2,1,2,2,68,3,2,1,1,4,4,3,2,2,3,2,2,2.242424242424242
208604,2,1,1,2,1,1,1,1,1,1,1,1,2,4,3,2,4,2,3,2,2,2,1,1,3,1,2,2,4,2,2,4,2,2,2,,,,,,1,1,2,4,1,2,3,1,1,1,2,1,2,47,8,2,1,5,4,9,1,3,4,2,4,2,5.363636363636363
200074,2,1,1,2,2,1,1,2,2,2,2,2,2,2,3,4,4,3,1,2,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,,,,,,2,3,1,4,1,1,2,2,2,1,3,1,1,30,6,2,3,4,2,6,3,3,2,3,3,2,2.090909090909091
204081,2,1,2,2,1,2,1,1,1,2,1,1,3,3,2,2,2,2,3,1,2,3,3,,3,1,1,2,2,2,,,,,,,2,1,1,2,2,1,2,4,1,2,1,1,1,1,2,1,2,35,8,2,1,1,4,6,3,1,3,2,4,2,2.96969696969697
